Permit,Worktype,IssuedTo,Date,year,Address,Parcel,Units,Legal,Valuation
R20-1397,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,4/30/20,2020,"4859 PAVALOF, Anchorage, Alaska",920234000,0,BANCROFT #2 BLK   3 LT  29  G:1832,"18,350.00"
R20-1398,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,4/30/20,2020,"5224 EMMANUEL, Anchorage, Alaska",512229000,0,COLLEGEGATE #6 BLK  13 LT  12  G:1637,"19,000.00"
R20-1399,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,4/30/20,2020,"12020 VICTOR, Anchorage, Alaska",1913102000,0,SEASCAPE PH 1 BLK   1 LT   1  G:2727,"22,180.00"
R20-1400,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,4/30/20,2020,"4873 WESLEYAN, Anchorage, Alaska",515117000,0,CASTLE HEIGHTS #1 BLK   6 LT   6  G:1737,"16,992.00"
R20-1401,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,4/30/20,2020,"3011 AMBER BAY, Anchorage, Alaska",1909168000,0,BAYSHORE WEST #2 BLK   2 LT   7  G:2626,"20,880.00"
R20-1402,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,4/30/20,2020,"3708 CHECKMATE, Anchorage, Alaska",515175000,0,CASTLE HEIGHTS #4 BLK   7 LT  14  G:1737,"12,000.00"
R20-1403,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,4/30/20,2020,"8819 SAHALEE, Anchorage, Alaska",1504452000,0,SAHALEE PHASE 2 BLK   2 LT  25  G:2336,"16,992.00"
R20-1451,BldgAlter,ALASKA SOLAR LLC,5/31/20,2020,"5140 NORGAARD ROAD, Anchorage, Alaska",1705124000,0,T12N R3W SEC 27 LT  34  G:2937,"16,527.00"
R20-1452,BldgAlter,ALASKA SOLAR LLC,5/31/20,2020,"6601 MARQUEZ CIRCLE, Anchorage, Alaska",1709312000,0,PRATOR BLK  12A LT   4  G:3039,"22,102.00"
R20-1453,BldgAlter,ALASKA SOLAR LLC,5/31/20,2020,"6401 ITALY CIRCLE, Anchorage, Alaska",2041131000,0,PARADISE VALLEY BLK   4 LT  21A-1  G:3538,"13,892.00"
R20-1454,BldgAlter,ALASKA SOLAR LLC,5/31/20,2020,"E 3630 67TH, Anchorage, Alaska",1407152000,0,CAMPBELL HEIGHTS BLK   2 LT   4B  G:2035,"11,996.00"
R20-1455,BldgAlter,ALASKA SOLAR LLC,5/31/20,2020,"8416 CORMORANT COVE, Anchorage, Alaska",1501612000,0,SAHALEE PHASE 3 BLK   2 LT  44  G:2336,"27,033.00"
R20-1459,BldgAlter,RENEWABLE ENERGY SYSTEMS,5/31/20,2020,"11050 CANGE, Anchorage, Alaska",1527155000,0,ALLEN LT   2  G:2634,"19,900.00"
R20-1460,BldgAlter,RENEWABLE ENERGY SYSTEMS,5/31/20,2020,"2600 IVORY DRIVE, Anchorage, Alaska",1825101000,0,MADDUX PARK LT   1  G:3034,"22,500.00"
R20-1539,BldgAlter,ALASKA SOLAR LLC,5/31/20,2020,"7840 MARINO, Anchorage, Alaska",2055117000,0,RABBIT CREEK VIEW & HEIGHTS BLK   4H LT   3A  G:3340,"7,156.00"
R20-1541,BldgAlter,ALASKA SOLAR LLC,5/31/20,2020,"6700 FERNHILL, Anchorage, Alaska",1709131000,0,PRATOR BLK   8 LT   4  G:3039,"13,551.00"
R20-1542,BldgAlter,ALASKA SOLAR LLC,5/31/20,2020,"8605 SAHALEE, Anchorage, Alaska",1501557000,0,SAHALEE PHASE 2 BLK   2 LT  54  G:2336,"17,394.00"
R20-1543,BldgAlter,ALASKA SOLAR LLC,5/31/20,2020,"8901 JUPITER, Anchorage, Alaska",1504242000,0,ZODIAK MANOR ALASKA BLK   7 LT   5  G:2336,"18,255.00"
R20-1545,BldgAlter,ALASKA SOLAR LLC,5/31/20,2020,"14600 JOANNE CIRCLE, Anchorage, Alaska",1709247000,0,MELINDA VIEW ESTATES LT   4A  G:3038,"12,275.00"
R20-1653,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,5/31/20,2020,"4957 WESLEYAN, Anchorage, Alaska",515152000,0,CASTLE HEIGHTS #2 BLK   6 LT  12  G:1737,"20,000.00"
R20-1654,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,5/31/20,2020,"1650 VASHON, Anchorage, Alaska",1911527000,0,PIONEER WEST LT  27  G:2728,"22,000.00"
R20-1656,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,5/31/20,2020,"14200 JARVI, Anchorage, Alaska",1820437000,0,SUNSET HILLS WEST BLK   3 LT 13A  G:3033,"22,000.00"
R20-1657,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,5/31/20,2020,"3219 WESLEYAN, Anchorage, Alaska",512103000,0,COLLEGEGATE BLK   2 LT   6  G:1637,"13,000.00"
R20-1658,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,5/31/20,2020,"N 1935 SALEM, Anchorage, Alaska",911120000,0,UNIVERSITY PARK #1 BLK   1 LT  20  G:1733,"13,000.00"
R20-1659,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,5/31/20,2020,"2501 TURNAGAIN, Anchorage, Alaska",123638000,0,TURNAGAIN HOMES BLK   H LT  12  G:1527,"8,500.00"
R20-1660,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,5/31/20,2020,"10554 WHITBY, Anchorage, Alaska",1140430000,0,RESOLUTION POINTE PH 3 BLK  3A LT  27  G:2525,"30,000.00"
R20-1725,BldgAlter,ALASKA SOLAR LLC,5/31/20,2020,"2654 LOVEJOY DRIVE, Anchorage, Alaska",416405000,0,ANCHOR PARK BLK   4 LT   5  G:1534,"12,633.00"
R20-1726,BldgAlter,ALASKA SOLAR LLC,5/31/20,2020,"8841 TEMPEST, Anchorage, Alaska",1431333000,0,RIDGECREST BLK   3 LT  14  G:2335,"10,080.00"
R20-1727,BldgAlter,ALASKA SOLAR LLC,5/31/20,2020,"E 310 10TH, Anchorage, Alaska",213618000,0,THIRD ADDITION BLK   7D LT   5  G:1331,"13,154.00"
R20-1728,BldgAlter,ALASKA SOLAR LLC,5/31/20,2020,"9103 SAHALEE, Anchorage, Alaska",1504424000,0,SAHALEE BLK   2 LT   5  G:2336,"14,668.00"
R20-1729,BldgAlter,ALASKA SOLAR LLC,5/31/20,2020,"E 3030 88TH, Anchorage, Alaska",1430103000,0,GRANITE VIEW BLK   6 LT   9  G:2334,"14,968.00"
R20-1730,BldgAlter,ALASKA SOLAR LLC,5/31/20,2020,"18500 KITTIWAKE CIRCLE, Anchorage, Alaska",2020150000,0,SOUTHCREEK BLK   1 LT  14  G:3537,"13,069.00"
R20-1731,BldgAlter,ALASKA SOLAR LLC,5/31/20,2020,"8831 SOLAR DRIVE, Anchorage, Alaska",1504321000,0,ZODIAK MANOR ALASKA BLK   2 LT  21  G:2336,"21,074.00"
R20-1732,BldgAlter,ALASKA SOLAR LLC,5/31/20,2020,"W 2305 TUDOR, Anchorage, Alaska",1020103000,0,ROOSEVELT PARK BLK   8 LT  13  G:1728,"8,098.00"
R20-1733,BldgAlter,ALASKA SOLAR LLC,5/31/20,2020,"16283 NOBLE POINT, Anchorage, Alaska",2049234000,0,GOLDENVIEW PARK PH B2 BLK   4 LT  38  G:3236,"16,127.00"
R20-1734,BldgAlter,ALASKA SOLAR LLC,5/31/20,2020,"W 1643 10TH, Anchorage, Alaska",107236000,0,L STREET SLIDE REPLAT BLK  13 LT   7A  G:1328,"17,990.00"
C20-1474,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,6/30/20,2020,"3502 SPENARD, Anchorage, Alaska",1010346000,0,SPENARDIA LT   3  G:1629,"58,000.00"
R20-1847,BldgAlter,ALASKA SOLAR LLC,6/30/20,2020,"6961 RABBIT CREEK ROAD, Anchorage, Alaska",1709159000,0,PRATOR BLK   5 LT   2B  G:3039,"13,250.00"
R20-1848,BldgAlter,ALASKA SOLAR LLC,6/30/20,2020,"4351 DE ARMOUN, Anchorage, Alaska",1809264000,0,T12N R3W SEC 27 LT  56A REM  G:2936,"22,105.00"
R20-1849,BldgAlter,ALASKA SOLAR LLC,6/30/20,2020,"2321 LEGACY, Anchorage, Alaska",1811472000,0,HUFFMAN HILLS BLK   3 LT   6  G:2933,"24,900.00"
R20-1851,BldgAlter,ALASKA SOLAR LLC,6/30/20,2020,"15927 BRIDGEVIEW, Anchorage, Alaska",2048211000,0,GOLDENVIEW PARK PH B1 BLK   6 LT   6  G:3237,"14,868.00"
R20-1852,BldgAlter,ALASKA SOLAR LLC,6/30/20,2020,"12840 FOSTER ROAD, Anchorage, Alaska",1702303000,0,MOUNTAIN PARK ESTATES #2 BLK   4 LT   3  G:2839,"7,864.00"
R20-1854,BldgAlter,ALASKA SOLAR LLC,6/30/20,2020,"16788 WATERFORD POINTE, Anchorage, Alaska",2010317000,0,PROMINENCE POINTE PH 8 BLK   6 LT  23 THE GATES OF  GOLDENVIEW G:3338,"15,372.00"
R20-1855,BldgAlter,ALASKA SOLAR LLC,6/30/20,2020,"19140 SCENIC HILL, Anchorage, Alaska",2029140000,0,THE VILLAGES-PINE RIDGE LT   3  G:3637,"18,385.00"
R20-1857,BldgAlter,ALASKA SOLAR LLC,6/30/20,2020,"8933 SAHALEE, Anchorage, Alaska",1504438000,0,SAHALEE BLK   2 LT  19  G:2336,"12,699.00"
R20-1858,BldgAlter,ALASKA SOLAR LLC,6/30/20,2020,"E 4601 145TH, Anchorage, Alaska",1817245000,0,ELMORE #2 BLK   8 LT  12  G:3036,"17,755.00"
R20-1859,BldgAlter,ALASKA SOLAR LLC,6/30/20,2020,"9140 GRANITE PLACE, Anchorage, Alaska",1430234000,0,GRANITE VIEW BLK 11   LT 8A  G:2334,"22,202.00"
R20-1892,BldgAlter,ALASKA SOLAR LLC,6/30/20,2020,"4740 NEWCASTLE, Anchorage, Alaska",1022512000,0,WINDEMERE #2 BLK   8 LT  23  G:1829,"15,772.00"
R20-1893,BldgAlter,ALASKA SOLAR LLC,6/30/20,2020,"5911 AUSTRIA, Anchorage, Alaska",2041317000,0,PARADISE VALLEY BLK   7 LT   4  G:3538,"13,251.00"
R20-1918,BldgAlter,RENEWABLE ENERGY SYSTEMS,6/30/20,2020,"13940 JARVI, Anchorage, Alaska",1815120000,0,SUNSET MANOR #2 BLK   6 LT  15  G:2932,"6,275.00"
R20-1935,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,6/30/20,2020,"3208 WYOMING, Anchorage, Alaska",1009632000,0,WOODLAND PARK #2 BLK   3 LT   5  G:1628,"9,000.00"
R20-1936,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,6/30/20,2020,"3910 GENEVA, Anchorage, Alaska",324703000,0,GENEVA WOODS BLK   5 LT   1  G:1732,"11,000.00"
R20-1937,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,6/30/20,2020,"4812 WESLEYAN, Anchorage, Alaska",515129000,0,CASTLE HEIGHTS #1 BLK   5 LT   1  G:1737,"15,000.00"
R20-1995,BldgAlter,RENEWABLE ENERGY SYSTEMS,6/30/20,2020,"3521 BISQUIER, Anchorage, Alaska",512368000,0,COLLEGEGATE #8 BLK  16 LT   7  G:1637,"39,654.00"
R20-2072,BldgAlter,ALASKA SOLAR LLC,7/31/20,2020,"18790 SERENE, Anchorage, Alaska",5031369000,0,BRAENDEL CREEK LT  22  G:0154,"24,806.00"
R20-2073,BldgAlter,ALASKA SOLAR LLC,7/31/20,2020,"E 3231 144TH, Anchorage, Alaska",1819213000,0,T12N R3W SEC 33 LT  55 S180' LESS W110'  G:3034,"13,851.00"
R20-2074,BldgAlter,ALASKA SOLAR LLC,7/31/20,2020,"12752 TANADA, Anchorage, Alaska",1802542000,0,TANAGA TERRACE BLK   2 LT  14  G:2832,"6,232.00"
R20-2075,BldgAlter,ALASKA SOLAR LLC,7/31/20,2020,"8446 CORMORANT COVE, Anchorage, Alaska",1501614000,0,SAHALEE PHASE 3 BLK   2 LT  46  G:2336,"44,143.00"
R20-2076,BldgAlter,ALASKA SOLAR LLC,7/31/20,2020,"13520 WINDWARD, Anchorage, Alaska",1838317000,0,TURNAGAIN VIEW #2 BLK   4 LT  44  G:2934,"12,496.00"
R20-2077,BldgAlter,ALASKA SOLAR LLC,7/31/20,2020,"12750 TANADA, Anchorage, Alaska",1802542000,0,TANAGA TERRACE BLK   2 LT  14  G:2832,"9,980.00"
R20-2078,BldgAlter,ALASKA SOLAR LLC,7/31/20,2020,"30800 PRUDHOE BAY, Anchorage, Alaska",5051130000,0,NORTH SLOPE BLK   1 LT   3  G:0703,"14,292.00"
R20-2079,BldgAlter,ALASKA SOLAR LLC,7/31/20,2020,"18660 GENTEEL, Anchorage, Alaska",5031354000,0,BRAENDEL CREEK LT   7  G:0154,"24,519.00"
R20-2130,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,7/31/20,2020,"W 3501 NORTHERN LIGHTS, Anchorage, Alaska",122629000,0,SIMONSON HOMESTEAD LT  18C LT   4  G:1526,"18,000.00"
R20-2132,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,7/31/20,2020,"1626 GARDEN STREET, Anchorage, Alaska",414207000,0,SAXTON BLK   6 LT  12A  G:1434,"5,000.00"
R20-2133,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,7/31/20,2020,"10210 JACKPOT BAY, Anchorage, Alaska",1247513000,0,BAYSHORE WEST #4A BLK   2 LT   8  G:2526,"15,000.00"
R20-2134,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,7/31/20,2020,"2130 WASHINGTON AVENUE, Anchorage, Alaska",1256138000,0,CONCORD HILL BLK   4 LT  36  G:2528,"16,000.00"
R20-2271,BldgAlter,RENEWABLE ENERGY SYSTEMS,7/31/20,2020,"9856 POSEIDON DRIVE, Anchorage, Alaska",1251379000,0,OLYMPUS BLK   7 LT   5  G:2428,"24,990.00"
R20-2284,BldgAlter,ALASKA SOLAR LLC,7/31/20,2020,"8949 SAHALEE, Anchorage, Alaska",1504437000,0,SAHALEE BLK   2 LT  18  G:2336,"13,252.00"
R20-2286,BldgAlter,ALASKA SOLAR LLC,7/31/20,2020,"4140 TERRACE DRIVE, Anchorage, Alaska",1108103000,0,TOWN & COUNTRY ESTATES BLK   1 LT  21  G:2125,"18,335.00"
R20-2290,BldgAlter,ALASKA SOLAR LLC,7/31/20,2020,"14641 PARK HILLS, Anchorage, Alaska",1714216000,0,PARK HILLS #1 BLK   2 LT   3  G:3037,"26,188.00"
R20-2293,BldgAlter,ALASKA SOLAR LLC,7/31/20,2020,"8839 SAHALEE, Anchorage, Alaska",1504442000,0,SAHALEE BLK   2 LT  23  G:2336,"20,676.00"
R20-2299,BldgAlter,ALASKA SOLAR LLC,7/31/20,2020,"7420 BEACON HILL, Anchorage, Alaska",1509292000,0,BEACON HILL ESTATES LTS 4 & 5  G:2440,"30,053.00"
R20-2322,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,7/31/20,2020,"3026 WESLEYAN, Anchorage, Alaska",511126000,0,COLLEGEGATE BLK   4 LT  11  G:1637,"18,000.00"
R20-2326,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,7/31/20,2020,"740 OLD KLATT, Anchorage, Alaska",1914231000,0,TIMBERLANE PARK #1 BLK   2 LT   2 (P-209)  G:2729,"9,000.00"
R20-2327,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,7/31/20,2020,"7715 EASTBROOK, Anchorage, Alaska",635562000,0,EASTBROOK BLK   2 LT   8  G:1540,"16,000.00"
R20-2365,BldgAlter,ALASKA SOLAR LLC,8/31/20,2020,"3209 LOIS, Anchorage, Alaska",1009520000,0,WOODLAND PARK #2 BLK   4 LT  14  G:1628,"11,982.00"
R20-2374,BldgAlter,ALASKA SOLAR LLC,8/31/20,2020,"6850 CROOKED TREE, Anchorage, Alaska",1512328000,0,VALLI VUE ESTATES #2 BLK   6 LT  24  G:2539,"13,971.00"
R20-2375,BldgAlter,ALASKA SOLAR LLC,8/31/20,2020,"6255 PROMINENCE POINTE, Anchorage, Alaska",2010316000,0,PROMINENCE POINTE PH 8 BLK   6 LT  22 THE GATES OF GOLDENVIEW G:3338,"16,372.00"
R20-2378,BldgAlter,ALASKA SOLAR LLC,8/31/20,2020,"9607 MUSKET BALL, Anchorage, Alaska",1625321000,0,INDEPENDENCE PARK BLK  17 LT   1  G:2433,"11,558.00"
R20-2379,BldgAlter,ALASKA SOLAR LLC,8/31/20,2020,"514 RIVERSTONE, Anchorage, Alaska",1313130062,0,RIVER PARK TR   A RIVER PARK G:2131,"23,731.00"
R20-2445,BldgAlter,ALASKA SOLAR LLC,8/31/20,2020,"8786 ESTATES CIRCLE, Anchorage, Alaska",1424446000,0,SPRUCE RIDGE ESTATES LT   1  G:2335,"23,202.00"
R20-2447,BldgAlter,ALASKA SOLAR LLC,8/31/20,2020,"3621 HOLLYBERRY, Anchorage, Alaska",1408239000,0,RASPBERRY BLK   1 LT  13  G:2135,"6,732.00"
R20-2448,BldgAlter,ALASKA SOLAR LLC,8/31/20,2020,"11945 CIRCLE DRIVE, Anchorage, Alaska",1524315000,0,ALPINE TERRACE BLK   4 LT   1  G:2740,"15,892.00"
R20-2452,BldgAlter,ALASKA SOLAR LLC,8/31/20,2020,"W 1037 26TH, Anchorage, Alaska",125291000,0,SUNBEAM BLK   1 LT   6 W50'  G:1529,"23,100.00"
R20-2500,BldgAlter,RENEWABLE ENERGY SYSTEMS,8/31/20,2020,"2401 CAPTAIN COOK, Anchorage, Alaska",123527000,0,TURNAGAIN HOMES BLK   E LT  20A  G:1527,"9,500.00"
R20-2545,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,8/31/20,2020,"7541 SOLDOTNA, Anchorage, Alaska",1524330000,0,ALPINE TERRACE BLK   1 LT   6  G:2740,"18,000.00"
R20-2547,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,8/31/20,2020,"2111 BELMONT, Anchorage, Alaska",117338000,0,HUNTINGTON PARK #5A BLK   5 LT  37  G:1528,"21,000.00"
R20-2548,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,8/31/20,2020,"2054 ARLINGTON, Anchorage, Alaska",124408000,0,HUNTINGTON PARK #2 BLK   4 LT  17  G:1528,"10,000.00"
R20-2549,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,8/31/20,2020,"3838 WESTMINSTER, Anchorage, Alaska",515159000,0,CASTLE HEIGHTS #2 BLK   6 LT  36  G:1737,"22,000.00"
R20-2551,BldgAlter,ALASKA SOLAR LLC,8/31/20,2020,"7803 BRENTWOOD, Anchorage, Alaska",1110110000,0,BRENTWOOD BLK   2 LT   4  G:2225,"12,180.00"
R20-2553,BldgAlter,ALASKA SOLAR LLC,8/31/20,2020,"16841 RANSOM RIDGE, Anchorage, Alaska",2009274000,0,RANSOM RIDGE LT   2B  G:3337,"17,694.00"
R20-2554,BldgAlter,ALASKA SOLAR LLC,8/31/20,2020,"13501 SPENDLOVE, Anchorage, Alaska",2102114000,0,SPENDLOVE VIEW HEIGHTS BLK   3 LT   6  G:2942,"30,336.00"
R20-2555,BldgAlter,ALASKA SOLAR LLC,8/31/20,2020,"5241 TAURUS CIRCLE, Anchorage, Alaska",2009232000,0,LOMA ESTATES BLK   3 LT   3  G:3337,"16,276.00"
R20-2663,BldgAlter,ALASKA SOLAR LLC,9/30/20,2020,"7841 TALISMAN ROAD, Anchorage, Alaska",1742233000,0,STELIOES LT   2  G:2840,"18,094.00"
R20-2664,BldgAlter,ALASKA SOLAR LLC,9/30/20,2020,"4836 BLUE HERON CIRCLE, Anchorage, Alaska",1504414000,0,SAHALEE BLK   1 LT  40  G:2336,"13,925.00"
R20-2665,BldgAlter,ALASKA SOLAR LLC,9/30/20,2020,"4790 BLUE HERON CIRCLE, Anchorage, Alaska",1504466000,0,SAHALEE PH 4 BLK   1 LT  37  G:2336,"18,094.00"
R20-2775,BldgAlter,ALASKA SOLAR LLC,9/30/20,2020,"E 3911 66TH, Anchorage, Alaska",1407663000,0,CAMPBELL HEIGHTS BLK   5 LT  39A  G:2035,"15,468.00"
R20-2777,BldgAlter,ALASKA SOLAR LLC,9/30/20,2020,"10540 KASILOF, Anchorage, Alaska",1513123000,0,KASILOF HILLS BLK   4 LT   9  G:2541,"20,214.00"
R20-2782,BldgAlter,ALASKA SOLAR LLC,9/30/20,2020,"780 HUNT CIRCLE, Anchorage, Alaska",609133000,0,HUNTWOOD #1 BLK   3 LT  17  G:1339,"13,410.00"
R20-2793,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,9/30/20,2020,"3433 SEPPALA DRIVE, Anchorage, Alaska",122115000,0,TURNAGAIN HOMES BLK   O LT  33  G:1526,"18,000.00"
R20-2794,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,9/30/20,2020,"E 5086 98TH, Anchorage, Alaska",1507425000,0,WILLIAMSON #2 BLK   2 LT  26A  G:2437,"22,000.00"
R20-2796,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,9/30/20,2020,"3821 REFLECTION DRIVE, Anchorage, Alaska",709286000,0,REFLECTION LAKE BLK   3 LT  20R  G:1738,"18,000.00"
R20-2836,BldgAlter,ALASKA SOLAR LLC,9/30/20,2020,"8201 CLARKS ROAD, Anchorage, Alaska",4209139000,0,T12N R2W SEC 31 LT   3 S2  G:3142,"79,630.00"
R20-2842,BldgAlter,ALASKA SOLAR LLC,10/31/20,2020,"6120 ROMANIA, Anchorage, Alaska",2041402000,0,PARADISE VALLEY BLK   9 LT  14  G:3538,"11,184.00"
R20-2843,BldgAlter,ALASKA SOLAR LLC,10/31/20,2020,"7708 CHAIMI, Anchorage, Alaska",712736000,0,CHUGACH MOUNTAIN ESTATES BLK   3 LT  10  G:1740,"8,664.00"
R20-2915,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,10/31/20,2020,"2400 SUSITNA, Anchorage, Alaska",122322000,0,TURNAGAIN HOMES BLK   R LT  10  G:1526,"21,000.00"
R20-2943,BldgAlter,ALASKA SOLAR LLC,10/31/20,2020,"2900 CHESAPEAKE, Anchorage, Alaska",1735150000,0,KEMPTON HILLS BLK   1 LT   6  G:2834,"12,590.00"
R20-3090,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,11/30/20,2020,"5532 YUKON CHARLIE, Anchorage, Alaska",1131246000,0,WESTPARK ADDN 5 BLK  10 LT   6  G:2223,"21,000.00"
C20-2180,BldgAlter,ALASKA SOLAR LLC,12/31/20,2020,"E 15500 EAGLE RIVER LOOP, Anchorage, Alaska",6029101000,0,ALASKA ST LAND SURVEY 88-211 LT   1A MUNICIPAL LANDFILL G:0249,"177,822.00"
R20-3200,BldgAlter,ALASKA SOLAR LLC,12/31/20,2020,"E 3306 16TH, Anchorage, Alaska",413103000,0,THUNDERBIRD TERRACE BLK   1 LT   9  G:1435,"11,351.00"
R20-3202,BldgAlter,ALASKA SOLAR LLC,12/31/20,2020,"17401 SPAIN, Anchorage, Alaska",2017117000,0,KENO HILLS #1 BLK   4 LT   3  G:3438,"12,914.00"
R20-3203,BldgAlter,ALASKA SOLAR LLC,12/31/20,2020,"1355 WEST RIVER, Anchorage, Alaska",7803118000,0,SOUTHFORK WEST BLK   4 LT   6  G:1059,"26,726.00"
R20-3204,BldgAlter,ALASKA SOLAR LLC,12/31/20,2020,"3743 COVENTRY, Anchorage, Alaska",1423334000,0,WINCHESTER HEIGHTS BLK   4 LT  12  G:2235,"16,986.00"
R20-3205,BldgAlter,ALASKA SOLAR LLC,12/31/20,2020,"8816 ACADIA, Anchorage, Alaska",5092148000,0,EAGLE POINTE PH 7 BLK   2 LT   2  G:0152,"19,272.00"
C21-1069,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,1/31/21,2021,"4303 FLORINA, Anchorage, Alaska",802401000,0,ATHENIAN VILLAGE TR   G1  G:1735,"84,000.00"
R21-1031,BldgAlter,RENEWABLE ENERGY SYSTEMS,1/31/21,2021,"2401 CAPTAIN COOK, Anchorage, Alaska",123527000,0,TURNAGAIN HOMES BLK   E LT  20A  G:1527,"10,499.99"
R21-1032,BldgAlter,RENEWABLE ENERGY SYSTEMS,1/31/21,2021,"8051 WILLIWA, Anchorage, Alaska",704371000,0,PLEASANT VALLEY BLK  12 LT  20  G:1641,"19,606.15"
R21-1033,BldgAlter,RENEWABLE ENERGY SYSTEMS,1/31/21,2021,"5052 MILLS DRIVE, Anchorage, Alaska",512172000,0,COLLEGEGATE #4 BLK  10 LT  16  G:1637,"19,606.15"
R21-1035,BldgAlter,RENEWABLE ENERGY SYSTEMS,1/31/21,2021,"3970 ALITAK BAY, Anchorage, Alaska",1909132000,0,BAYSHORE WEST #2 BLK   3 LT  13  G:2626,"5,590.00"
R21-1050,BldgAlter,ALASKA SOLAR LLC,1/31/21,2021,"8600 JUPITER, Anchorage, Alaska",1501223000,0,ZODIAK MANOR ALASKA BLK   5 LT  26  G:2336,"15,721.00"
R21-1051,BldgAlter,ALASKA SOLAR LLC,1/31/21,2021,"2956 GLADYS MARIE, Anchorage, Alaska",1553412000,0,THE TERRACES PH 3 BLK   4 LT  79  G:2634,"18,691.00"
R21-1069,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,1/31/21,2021,"3761 CHINIAK BAY, Anchorage, Alaska",1140109000,0,BAYSHORE WEST #2 BLK   5 LT   8  G:2525,"16,000.00"
R21-1070,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,1/31/21,2021,"12921 MONTEREY, Anchorage, Alaska",1735357000,0,KEMPTON HILLS #3 BLK   4 LT  62  G:2834,"15,000.00"
R21-1071,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,1/31/21,2021,"W 3302 81ST, Anchorage, Alaska",1225317000,0,SHADY BIRCH BLK   3 LT   4  G:2226,"25,000.00"
R21-1072,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,1/31/21,2021,"10342 PRINCE WILLIAM CIRCLE, Anchorage, Alaska",1140281000,0,RESOLUTION POINTE PH 1 BLK  3A LT  17  G:2525,"37,000.00"
R21-1095,BldgAlter,RENEWABLE ENERGY SYSTEMS,2/28/21,2021,"2211 CHANDALAR, Anchorage, Alaska",635309000,0,CHESTER HEIGHTS BLK   2 LT  38  G:1540,"19,880.00"
R21-1139,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,2/28/21,2021,"2417 TULIK, Anchorage, Alaska",122411000,0,SIMONSON ESTATE BLK   A LT   7 PLAT 48-B G:1526,"18,000.00"
R21-1140,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,2/28/21,2021,"7541 CHAD, Anchorage, Alaska",1217501000,0,SHERWOOD ACRES BLK   3 LT  14  G:2129,"20,000.00"
R21-1149,BldgAlter,ALASKA SOLAR LLC,2/28/21,2021,"3344 BEAR RIDGE, Anchorage, Alaska",6762116000,0,BEAR RIDGE LT  10  G:0804,"17,927.00"
R21-1150,BldgAlter,ALASKA SOLAR LLC,2/28/21,2021,"13418 STEPHENSON, Anchorage, Alaska",1811212000,0,STATE MANOR LT  87  G:2933,"10,235.00"
R21-1151,BldgAlter,ALASKA SOLAR LLC,2/28/21,2021,"W 912 21ST, Anchorage, Alaska",116330000,0,KAPINGEN LT  19A  G:1529,"18,415.00"
R21-1152,BldgAlter,ALASKA SOLAR LLC,2/28/21,2021,"3608 OREGON, Anchorage, Alaska",1012426000,0,CONROY RUSHTON BLK   3 LT 5  G:1728,"13,928.00"
R21-1226,BldgAlter,RENEWABLE ENERGY SYSTEMS,3/31/21,2021,"3940 TWILIGHT LANE, Anchorage, Alaska",1828122000,0,T12N R3W SEC 33 LT 131B  G:3135,"23,232.00"
